"URL","TAG","TEXT"
"https://pec.ac.in/faculty-affairs","a","Skip to main content"
"https://pec.ac.in/faculty-affairs","li","Alumni"
"https://pec.ac.in/faculty-affairs","a","Alumni"
"https://pec.ac.in/faculty-affairs","li","Webmail"
"https://pec.ac.in/faculty-affairs","a","Webmail"
"https://pec.ac.in/faculty-affairs","li","Jobs"
"https://pec.ac.in/faculty-affairs","a","Jobs"
"https://pec.ac.in/faculty-affairs","li","Tenders"
"https://pec.ac.in/faculty-affairs","a","Tenders"
"https://pec.ac.in/faculty-affairs","li","Office Orders"
"https://pec.ac.in/faculty-affairs","a","Office Orders"
"https://pec.ac.in/faculty-affairs","li","NIRF"
"https://pec.ac.in/faculty-affairs","a","NIRF"
"https://pec.ac.in/faculty-affairs","li","RTI"
"https://pec.ac.in/faculty-affairs","a","RTI"
"https://pec.ac.in/faculty-affairs","li","Placements"
"https://pec.ac.in/faculty-affairs","a","Placements"
"https://pec.ac.in/faculty-affairs","li","Contact Us"
"https://pec.ac.in/faculty-affairs","a","Contact Us"
"https://pec.ac.in/faculty-affairs","li","Search"
"https://pec.ac.in/faculty-affairs","li","Home"
"https://pec.ac.in/faculty-affairs","a","Home"
"https://pec.ac.in/faculty-affairs","li","Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports"
"https://pec.ac.in/faculty-affairs","a","Institute"
"https://pec.ac.in/faculty-affairs","li","History"
"https://pec.ac.in/faculty-affairs","a","History"
"https://pec.ac.in/faculty-affairs","li","Vision & Mission"
"https://pec.ac.in/faculty-affairs","a","Vision & Mission"
"https://pec.ac.in/faculty-affairs","li","Campus"
"https://pec.ac.in/faculty-affairs","a","Campus"
"https://pec.ac.in/faculty-affairs","li","Location"
"https://pec.ac.in/faculty-affairs","a","Location"
"https://pec.ac.in/faculty-affairs","li","News and Events"
"https://pec.ac.in/faculty-affairs","a","News and Events"
"https://pec.ac.in/faculty-affairs","li","Tenders & Quotations"
"https://pec.ac.in/faculty-affairs","a","Tenders & Quotations"
"https://pec.ac.in/faculty-affairs","li","Balance Sheets"
"https://pec.ac.in/faculty-affairs","a","Balance Sheets"
"https://pec.ac.in/faculty-affairs","li","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs","a","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs","li","Faculty Affairs"
"https://pec.ac.in/faculty-affairs","a","Faculty Affairs"
"https://pec.ac.in/faculty-affairs","li","IQAC Reports"
"https://pec.ac.in/faculty-affairs","a","IQAC Reports"
"https://pec.ac.in/faculty-affairs","li","Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"https://pec.ac.in/faculty-affairs","a","Administration"
"https://pec.ac.in/faculty-affairs","li","Board Of Governors"
"https://pec.ac.in/faculty-affairs","a","Board Of Governors"
"https://pec.ac.in/faculty-affairs","li","Chairman, Board of Governors"
"https://pec.ac.in/faculty-affairs","a","Chairman, Board of Governors"
"https://pec.ac.in/faculty-affairs","li","Director"
"https://pec.ac.in/faculty-affairs","a","Director"
"https://pec.ac.in/faculty-affairs","li","Senate Members"
"https://pec.ac.in/faculty-affairs","a","Senate Members"
"https://pec.ac.in/faculty-affairs","li","Building & Works Committee"
"https://pec.ac.in/faculty-affairs","a","Building & Works Committee"
"https://pec.ac.in/faculty-affairs","li","Finance Committee"
"https://pec.ac.in/faculty-affairs","a","Finance Committee"
"https://pec.ac.in/faculty-affairs","li","Grievance Redressal Committee"
"https://pec.ac.in/faculty-affairs","a","Grievance Redressal Committee"
"https://pec.ac.in/faculty-affairs","li","Institute Functionaries"
"https://pec.ac.in/faculty-affairs","a","Institute Functionaries"
"https://pec.ac.in/faculty-affairs","li","Minutes of Meetings"
"https://pec.ac.in/faculty-affairs","a","Minutes of Meetings"
"https://pec.ac.in/faculty-affairs","li","Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal"
"https://pec.ac.in/faculty-affairs","a","Programmes"
"https://pec.ac.in/faculty-affairs","li","Undergraduate"
"https://pec.ac.in/faculty-affairs","a","Undergraduate"
"https://pec.ac.in/faculty-affairs","li","Postgraduate"
"https://pec.ac.in/faculty-affairs","a","Postgraduate"
"https://pec.ac.in/faculty-affairs","li","Doctorate"
"https://pec.ac.in/faculty-affairs","a","Doctorate"
"https://pec.ac.in/faculty-affairs","li","Academic Support for Students"
"https://pec.ac.in/faculty-affairs","a","Academic Support for Students"
"https://pec.ac.in/faculty-affairs","li","Accreditation"
"https://pec.ac.in/faculty-affairs","a","Accreditation"
"https://pec.ac.in/faculty-affairs","li","Scholarships"
"https://pec.ac.in/faculty-affairs","a","Scholarships"
"https://pec.ac.in/faculty-affairs","li","IQAC Reports"
"https://pec.ac.in/faculty-affairs","a","IQAC Reports"
"https://pec.ac.in/faculty-affairs","li","E-Academic Portal"
"https://pec.ac.in/faculty-affairs","a","E-Academic Portal"
"https://pec.ac.in/faculty-affairs","li","Admissions"
"https://pec.ac.in/faculty-affairs","a","Admissions"
"https://pec.ac.in/faculty-affairs","li","Academic Units Departments Centres"
"https://pec.ac.in/faculty-affairs","a","Academic Units"
"https://pec.ac.in/faculty-affairs","li","Departments"
"https://pec.ac.in/faculty-affairs","a","Departments"
"https://pec.ac.in/faculty-affairs","li","Centres"
"https://pec.ac.in/faculty-affairs","a","Centres"
"https://pec.ac.in/faculty-affairs","li","Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts"
"https://pec.ac.in/faculty-affairs","a","Research"
"https://pec.ac.in/faculty-affairs","li","Overview"
"https://pec.ac.in/faculty-affairs","a","Overview"
"https://pec.ac.in/faculty-affairs","li","Research Groups"
"https://pec.ac.in/faculty-affairs","a","Research Groups"
"https://pec.ac.in/faculty-affairs","li","Sponsored Research"
"https://pec.ac.in/faculty-affairs","a","Sponsored Research"
"https://pec.ac.in/faculty-affairs","li","In-House Projects"
"https://pec.ac.in/faculty-affairs","a","In-House Projects"
"https://pec.ac.in/faculty-affairs","li","Consultancy"
"https://pec.ac.in/faculty-affairs","a","Consultancy"
"https://pec.ac.in/faculty-affairs","li","Courses and Conferences"
"https://pec.ac.in/faculty-affairs","a","Courses and Conferences"
"https://pec.ac.in/faculty-affairs","li","Young Research Fellows Programme"
"https://pec.ac.in/faculty-affairs","a","Young Research Fellows Programme"
"https://pec.ac.in/faculty-affairs","li","Norms and Forms"
"https://pec.ac.in/faculty-affairs","a","Norms and Forms"
"https://pec.ac.in/faculty-affairs","li","Contacts"
"https://pec.ac.in/faculty-affairs","a","Contacts"
"https://pec.ac.in/faculty-affairs","li","Campus Life Students Facilities Online Fee Payment"
"https://pec.ac.in/faculty-affairs","a","Campus Life"
"https://pec.ac.in/faculty-affairs","li","Students"
"https://pec.ac.in/faculty-affairs","a","Students"
"https://pec.ac.in/faculty-affairs","li","Facilities"
"https://pec.ac.in/faculty-affairs","a","Facilities"
"https://pec.ac.in/faculty-affairs","li","Online Fee Payment"
"https://pec.ac.in/faculty-affairs","a","Online Fee Payment"
"https://pec.ac.in/faculty-affairs","a","-A"
"https://pec.ac.in/faculty-affairs","a","A"
"https://pec.ac.in/faculty-affairs","a","+A"
"https://pec.ac.in/faculty-affairs","h3","Institute"
"https://pec.ac.in/faculty-affairs","li","Institute"
"https://pec.ac.in/faculty-affairs","a","Institute"
"https://pec.ac.in/faculty-affairs","li","History"
"https://pec.ac.in/faculty-affairs","a","History"
"https://pec.ac.in/faculty-affairs","li","Vision & Mission"
"https://pec.ac.in/faculty-affairs","a","Vision & Mission"
"https://pec.ac.in/faculty-affairs","li","Campus"
"https://pec.ac.in/faculty-affairs","a","Campus"
"https://pec.ac.in/faculty-affairs","li","Location"
"https://pec.ac.in/faculty-affairs","a","Location"
"https://pec.ac.in/faculty-affairs","li","Top Stories"
"https://pec.ac.in/faculty-affairs","a","Top Stories"
"https://pec.ac.in/faculty-affairs","li","PEC Anthem"
"https://pec.ac.in/faculty-affairs","a","PEC Anthem"
"https://pec.ac.in/faculty-affairs","li","News & Events"
"https://pec.ac.in/faculty-affairs","a","News & Events"
"https://pec.ac.in/faculty-affairs","li","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs","a","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs","li","Office Orders"
"https://pec.ac.in/faculty-affairs","a","Office Orders"
"https://pec.ac.in/faculty-affairs","li","Tenders and Quotations"
"https://pec.ac.in/faculty-affairs","a","Tenders and Quotations"
"https://pec.ac.in/faculty-affairs","li","Job Openings"
"https://pec.ac.in/faculty-affairs","a","Job Openings"
"https://pec.ac.in/faculty-affairs","p","Quick Links"
"https://pec.ac.in/faculty-affairs","a","Quick Links"
"https://pec.ac.in/faculty-affairs","li","Alumni"
"https://pec.ac.in/faculty-affairs","a","Alumni"
"https://pec.ac.in/faculty-affairs","li","Central Library"
"https://pec.ac.in/faculty-affairs","a","Central Library"
"https://pec.ac.in/faculty-affairs","li","TEQIP III"
"https://pec.ac.in/faculty-affairs","a","TEQIP III"
"https://pec.ac.in/faculty-affairs","li","Admissions"
"https://pec.ac.in/faculty-affairs","a","Admissions"
"https://pec.ac.in/faculty-affairs","li","Placement"
"https://pec.ac.in/faculty-affairs","a","Placement"
"https://pec.ac.in/faculty-affairs","li","Tenders"
"https://pec.ac.in/faculty-affairs","a","Tenders"
"https://pec.ac.in/faculty-affairs","a","Close modal"
"https://pec.ac.in/faculty-affairs","li","Electrical Engineering"
"https://pec.ac.in/faculty-affairs","a","Electrical Engineering"
"https://pec.ac.in/faculty-affairs","li","Electronics and Communication Engineering"
"https://pec.ac.in/faculty-affairs","a","Electronics and Communication Engineering"
"https://pec.ac.in/faculty-affairs","li","Production and Industrial Engineering"
"https://pec.ac.in/faculty-affairs","a","Production and Industrial Engineering"
"https://pec.ac.in/faculty-affairs","li","Guidelines for Engaging Faculty in PEC"
"https://pec.ac.in/faculty-affairs","a","Guidelines for Engaging Faculty in PEC"
"https://pec.ac.in/faculty-affairs","li","Qualifications for Humanities and Management & TQM"
"https://pec.ac.in/faculty-affairs","a","Qualifications for Humanities and Management & TQM"
"https://pec.ac.in/faculty-affairs","li","Provision of Emeritus/Visiting/Chair Professor"
"https://pec.ac.in/faculty-affairs","a","Provision of Emeritus/Visiting/Chair Professor"
"https://pec.ac.in/faculty-affairs","li","Engagement of Adjunct Faculty at PEC"
"https://pec.ac.in/faculty-affairs","a","Engagement of Adjunct Faculty at PEC"
"https://pec.ac.in/faculty-affairs","li","Selection Process for Direct Recruitment"
"https://pec.ac.in/faculty-affairs","a","Selection Process for Direct Recruitment"
"https://pec.ac.in/faculty-affairs","li","UGC 2010"
"https://pec.ac.in/faculty-affairs","a","UGC 2010"
"https://pec.ac.in/faculty-affairs","li","UGC 2013"
"https://pec.ac.in/faculty-affairs","a","UGC 2013"
"https://pec.ac.in/faculty-affairs","li","UGC 2016"
"https://pec.ac.in/faculty-affairs","a","UGC 2016"
"https://pec.ac.in/faculty-affairs","li","Selection Process"
"https://pec.ac.in/faculty-affairs","a","Selection Process"
"https://pec.ac.in/faculty-affairs","li","PBAS"
"https://pec.ac.in/faculty-affairs","a","PBAS"
"https://pec.ac.in/faculty-affairs","li","Guidelines for Re-employment of Supperannuated Teachers"
"https://pec.ac.in/faculty-affairs","a","Guidelines for Re-employment of Supperannuated Teachers"
"https://pec.ac.in/faculty-affairs","li","PDA Guidelines"
"https://pec.ac.in/faculty-affairs","a","PDA Guidelines"
"https://pec.ac.in/faculty-affairs","li","PDA Form"
"https://pec.ac.in/faculty-affairs","a","PDA Form"
"https://pec.ac.in/faculty-affairs","li","PDF"
"https://pec.ac.in/faculty-affairs","a","PDF"
"https://pec.ac.in/faculty-affairs","li","Special Casual Leave"
"https://pec.ac.in/faculty-affairs","a","Special Casual Leave"
"https://pec.ac.in/faculty-affairs","li","Study Leave"
"https://pec.ac.in/faculty-affairs","a","Study Leave"
"https://pec.ac.in/faculty-affairs","li","Child Care Leave"
"https://pec.ac.in/faculty-affairs","a","Child Care Leave"
"https://pec.ac.in/faculty-affairs","li","Sabbatical Leave Rules"
"https://pec.ac.in/faculty-affairs","a","Sabbatical Leave Rules"
"https://pec.ac.in/faculty-affairs","li","Administrative Duties"
"https://pec.ac.in/faculty-affairs","a","Administrative Duties"
"https://pec.ac.in/faculty-affairs","li","Faculty/Alumni/Staff Awards"
"https://pec.ac.in/faculty-affairs","a","Faculty/Alumni/Staff Awards"
"https://pec.ac.in/faculty-affairs","li","Allowance to Functionaries"
"https://pec.ac.in/faculty-affairs","a","Allowance to Functionaries"
"https://pec.ac.in/faculty-affairs","li","Application for LTC"
"https://pec.ac.in/faculty-affairs","a","Application for LTC"
"https://pec.ac.in/faculty-affairs","li","Criteria for Ex-India Leave"
"https://pec.ac.in/faculty-affairs","a","Criteria for Ex-India Leave"
"https://pec.ac.in/faculty-affairs","li","LTC along with Leave Encashment"
"https://pec.ac.in/faculty-affairs","a","LTC along with Leave Encashment"
"https://pec.ac.in/faculty-affairs","li","Retirement Age"
"https://pec.ac.in/faculty-affairs","a","Retirement Age"
"https://pec.ac.in/faculty-affairs","li","Undertaking for Ex-India Leave"
"https://pec.ac.in/faculty-affairs","a","Undertaking for Ex-India Leave"
"https://pec.ac.in/faculty-affairs","h3","Research"
"https://pec.ac.in/faculty-affairs","li","Overview"
"https://pec.ac.in/faculty-affairs","a","Overview"
"https://pec.ac.in/faculty-affairs","li","Research Groups"
"https://pec.ac.in/faculty-affairs","a","Research Groups"
"https://pec.ac.in/faculty-affairs","li","Sponsored Research"
"https://pec.ac.in/faculty-affairs","a","Sponsored Research"
"https://pec.ac.in/faculty-affairs","li","Consultancy"
"https://pec.ac.in/faculty-affairs","a","Consultancy"
"https://pec.ac.in/faculty-affairs","li","Collaborations"
"https://pec.ac.in/faculty-affairs","a","Collaborations"
"https://pec.ac.in/faculty-affairs","li","In-House Projects"
"https://pec.ac.in/faculty-affairs","a","In-House Projects"
"https://pec.ac.in/faculty-affairs","h3","Academics"
"https://pec.ac.in/faculty-affairs","li","Time Tables"
"https://pec.ac.in/faculty-affairs","a","Time Tables"
"https://pec.ac.in/faculty-affairs","li","Examination"
"https://pec.ac.in/faculty-affairs","a","Examination"
"https://pec.ac.in/faculty-affairs","li","Academic Calendar"
"https://pec.ac.in/faculty-affairs","a","Academic Calendar"
"https://pec.ac.in/faculty-affairs","li","Undergraduate Programme"
"https://pec.ac.in/faculty-affairs","a","Undergraduate Programme"
"https://pec.ac.in/faculty-affairs","li","Postgraduate Programme"
"https://pec.ac.in/faculty-affairs","a","Postgraduate Programme"
"https://pec.ac.in/faculty-affairs","li","PhD Programme"
"https://pec.ac.in/faculty-affairs","a","PhD Programme"
"https://pec.ac.in/faculty-affairs","h3","Facilities"
"https://pec.ac.in/faculty-affairs","li","Library"
"https://pec.ac.in/faculty-affairs","a","Library"
"https://pec.ac.in/faculty-affairs","li","Computer Centre"
"https://pec.ac.in/faculty-affairs","a","Computer Centre"
"https://pec.ac.in/faculty-affairs","li","Sports"
"https://pec.ac.in/faculty-affairs","a","Sports"
"https://pec.ac.in/faculty-affairs","li","Hostels"
"https://pec.ac.in/faculty-affairs","a","Hostels"
"https://pec.ac.in/faculty-affairs","li","Medical Facility"
"https://pec.ac.in/faculty-affairs","a","Medical Facility"
"https://pec.ac.in/faculty-affairs","li","Workshops"
"https://pec.ac.in/faculty-affairs","a","Workshops"
"https://pec.ac.in/faculty-affairs","h3","Information"
"https://pec.ac.in/faculty-affairs","li","E-Notices"
"https://pec.ac.in/faculty-affairs","a","E-Notices"
"https://pec.ac.in/faculty-affairs","li","Multimedia"
"https://pec.ac.in/faculty-affairs","a","Multimedia"
"https://pec.ac.in/faculty-affairs","li","Brochure & Prospectus"
"https://pec.ac.in/faculty-affairs","a","Brochure & Prospectus"
"https://pec.ac.in/faculty-affairs","li","CRIKC"
"https://pec.ac.in/faculty-affairs","a","CRIKC"
"https://pec.ac.in/faculty-affairs","li","Sexual Harassment Complaints"
"https://pec.ac.in/faculty-affairs","a","Sexual Harassment Complaints"
"https://pec.ac.in/faculty-affairs","li","Website Credits"
"https://pec.ac.in/faculty-affairs","a","Website Credits"
"https://pec.ac.in/faculty-affairs","p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"https://pec.ac.in/faculty-affairs","li","Web Editor"
"https://pec.ac.in/faculty-affairs","a","Web Editor"
"https://pec.ac.in/faculty-affairs","li","Anti-Ragging"
"https://pec.ac.in/faculty-affairs","a","Anti-Ragging"
"https://pec.ac.in/faculty-affairs","li","Privacy Statement"
"https://pec.ac.in/faculty-affairs","a","Privacy Statement"
"https://pec.ac.in/faculty-affairs","li","Report Copyright Infringement"
"https://pec.ac.in/faculty-affairs","a","Report Copyright Infringement"
"https://pec.ac.in/faculty-affairs#main-content","a","Skip to main content"
"https://pec.ac.in/faculty-affairs#main-content","li","Alumni"
"https://pec.ac.in/faculty-affairs#main-content","a","Alumni"
"https://pec.ac.in/faculty-affairs#main-content","li","Webmail"
"https://pec.ac.in/faculty-affairs#main-content","a","Webmail"
"https://pec.ac.in/faculty-affairs#main-content","li","Jobs"
"https://pec.ac.in/faculty-affairs#main-content","a","Jobs"
"https://pec.ac.in/faculty-affairs#main-content","li","Tenders"
"https://pec.ac.in/faculty-affairs#main-content","a","Tenders"
"https://pec.ac.in/faculty-affairs#main-content","li","Office Orders"
"https://pec.ac.in/faculty-affairs#main-content","a","Office Orders"
"https://pec.ac.in/faculty-affairs#main-content","li","NIRF"
"https://pec.ac.in/faculty-affairs#main-content","a","NIRF"
"https://pec.ac.in/faculty-affairs#main-content","li","RTI"
"https://pec.ac.in/faculty-affairs#main-content","a","RTI"
"https://pec.ac.in/faculty-affairs#main-content","li","Placements"
"https://pec.ac.in/faculty-affairs#main-content","a","Placements"
"https://pec.ac.in/faculty-affairs#main-content","li","Contact Us"
"https://pec.ac.in/faculty-affairs#main-content","a","Contact Us"
"https://pec.ac.in/faculty-affairs#main-content","li","Search"
"https://pec.ac.in/faculty-affairs#main-content","li","Home"
"https://pec.ac.in/faculty-affairs#main-content","a","Home"
"https://pec.ac.in/faculty-affairs#main-content","li","Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports"
"https://pec.ac.in/faculty-affairs#main-content","a","Institute"
"https://pec.ac.in/faculty-affairs#main-content","li","History"
"https://pec.ac.in/faculty-affairs#main-content","a","History"
"https://pec.ac.in/faculty-affairs#main-content","li","Vision & Mission"
"https://pec.ac.in/faculty-affairs#main-content","a","Vision & Mission"
"https://pec.ac.in/faculty-affairs#main-content","li","Campus"
"https://pec.ac.in/faculty-affairs#main-content","a","Campus"
"https://pec.ac.in/faculty-affairs#main-content","li","Location"
"https://pec.ac.in/faculty-affairs#main-content","a","Location"
"https://pec.ac.in/faculty-affairs#main-content","li","News and Events"
"https://pec.ac.in/faculty-affairs#main-content","a","News and Events"
"https://pec.ac.in/faculty-affairs#main-content","li","Tenders & Quotations"
"https://pec.ac.in/faculty-affairs#main-content","a","Tenders & Quotations"
"https://pec.ac.in/faculty-affairs#main-content","li","Balance Sheets"
"https://pec.ac.in/faculty-affairs#main-content","a","Balance Sheets"
"https://pec.ac.in/faculty-affairs#main-content","li","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs#main-content","a","Rules, Guidelines & Forms"
"https://pec.ac.in/faculty-affairs#main-content","li","Faculty Affairs"
"https://pec.ac.in/faculty-affairs#main-content","a","Faculty Affairs"
"https://pec.ac.in/faculty-affairs#main-content","li","IQAC Reports"
"https://pec.ac.in/faculty-affairs#main-content","a","IQAC Reports"
"https://pec.ac.in/faculty-affairs#main-content","li","Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"https://pec.ac.in/faculty-affairs#main-content","a","Administration"
"https://pec.ac.in/faculty-affairs#main-content","li","Board Of Governors"
"https://pec.ac.in/faculty-affairs#main-content","a","Board Of Governors"
"https://pec.ac.in/faculty-affairs#main-content","li","Chairman, Board of Governors"
"https://pec.ac.in/faculty-affairs#main-content","a","Chairman, Board of Governors"
"https://pec.ac.in/faculty-affairs#main-content","li","Director"
"https://pec.ac.in/faculty-affairs#main-content","a","Director"
"https://pec.ac.in/faculty-affairs#main-content","li","Senate Members"
"https://pec.ac.in/faculty-affairs#main-content","a","Senate Members"
"https://pec.ac.in/faculty-affairs#main-content","li","Building & Works Committee"
"https://pec.ac.in/faculty-affairs#main-content","a","Building & Works Committee"
"https://pec.ac.in/faculty-affairs#main-content","li","Finance Committee"
"https://pec.ac.in/faculty-affairs#main-content","a","Finance Committee"
"https://pec.ac.in/faculty-affairs#main-content","li","Grievance Redressal Committee"
"https://pec.ac.in/faculty-affairs#main-content","a","Grievance Redressal Committee"
"https://pec.ac.in/faculty-affairs#main-content","li","Institute Functionaries"
"https://pec.ac.in/faculty-affairs#main-content","a","Institute Functionaries"
"https://pec.ac.in/faculty-affairs#main-content","li","Minutes of Meetings"
"https://pec.ac.in/faculty-affairs#main-content","a","Minutes of Meetings"
"https://pec.ac.in/faculty-affairs#main-content","li","Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal"
"https://pec.ac.in/faculty-affairs#main-content","a","Programmes"
"https://pec.ac.in/faculty-affairs#main-content","li","Undergraduate"
"https://pec.ac.in/faculty-affairs#main-content","a","Undergraduate"
"https://pec.ac.in/faculty-affairs#main-content","li","Postgraduate"
"https://pec.ac.in/faculty-affairs#main-content","a","Postgraduate"
"https://pec.ac.in/faculty-affairs#main-content","li","Doctorate"
"https://pec.ac.in/faculty-affairs#main-content","a","Doctorate"
"https://pec.ac.in/faculty-affairs#main-content","li","Academic Support for Students"
"https://pec.ac.in/faculty-affairs#main-content","a","Academic Support for Students"
"https://pec.ac.in/faculty-affairs#main-content","li","Accreditation"
"https://pec.ac.in/faculty-affairs#main-content","a","Accreditation"
"https://pec.ac.in/faculty-affairs#main-content","li","Scholarships"
"https://pec.ac.in/faculty-affairs#main-content","a","Scholarships"
"https://pec.ac.in/faculty-affairs#main-content","li","IQAC Reports"
"https://pec.ac.in/faculty-affairs#main-content","a","IQAC Reports"
"https://pec.ac.in/faculty-affairs#main-content","li","E-Academic Portal"
"https://pec.ac.in/faculty-affairs#main-content","a","E-Academic Portal"
"https://pec.ac.in/faculty-affairs#main-content","li","Admissions"
